Source_Module,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
turquoise,CC,GO:0022627,cytosolic small ribosomal subunit,15/2968,45/19894,0.333333333,2.23427673,3.47099832,0.00157857,0.00969884,0.007054982,RPS19/RPS5/RPSA/RPS14/RPS20/RPS12/RACK1/RPS25/EIF2A/EIF2D/DHX29/RPS27A/RPS3/RPS3A/RPS4X,15
turquoise,CC,GO:0030117,membrane coat,26/2968,97/19894,0.268041237,1.796634896,3.293445062,0.00168789,0.010197666,0.007417831,AP4M1/CLINT1/AP1G2/AP2A2/SAR1A/CHMP2A/CHMP1B/AP1S2/ARL6/CLTA/NECAP2/CHMP4A/EPN1/DNM1/COPB2/AP2B1/CHMP4B/EPN2/PICALM/SEC31B/NECAP1/AP2M1/SEC24C/COPB1/EPS15L1/TBC1D5,26
turquoise,CC,GO:0048475,coated membrane,26/2968,97/19894,0.268041237,1.796634896,3.293445062,0.00168789,0.010197666,0.007417831,AP4M1/CLINT1/AP1G2/AP2A2/SAR1A/CHMP2A/CHMP1B/AP1S2/ARL6/CLTA/NECAP2/CHMP4A/EPN1/DNM1/COPB2/AP2B1/CHMP4B/EPN2/PICALM/SEC31B/NECAP1/AP2M1/SEC24C/COPB1/EPS15L1/TBC1D5,26
turquoise,CC,GO:0005765,lysosomal membrane,89/2968,443/19894,0.200902935,1.346618255,3.089493235,0.001771006,0.010524419,0.007655512,ELAPOR1/PLD3/DTX3L/EGF/SNAP29/LAMTOR3/CHMP3/ARRB1/GNAI3/AP2A2/NSF/RAB14/RAB5C/AZU1/RAB2A/TLR3/DDOST/CHMP2B/CHMP2A/NAPG/CHMP1B/CHMP1A/AP1S2/CD68/CLTA/GNAI1/RAB3D/SCARB1/CHMP6/CHMP4A/UBA1/DAB2/MITF/ATP6V1C2/BLOC1S1/ARL8A/BORCS5/GNAQ/ATP6V1C1/RAB7A/RILP/AP2B1/ATP6V1F/EEF1A1/AHNAK/ABCD4/CHMP4B/ARL8B/CHMP4C/CPNE3/RAP1B/LITAF/GNA11/ATP6V1B2/TFE3/CHMP5/PLEKHF1/TFEB/TSC1/ITFG2/TMEM30A/TMEM59/UBXN6/GPLD1/HLA-DQB2/RHEB/ATP6V1H/AP2M1/CHMP7/LYN/ABCB6/BORCS6/GNB2/ATG16L1/CKAP4/ECE1/GRN/ANXA6/CPNE1/HPSE/VAMP8/SYT7/VAPA/STOM/STX7/TMEM9/CD74/VTI1B/GLIPR1,89
turquoise,CC,GO:0098852,lytic vacuole membrane,89/2968,443/19894,0.200902935,1.346618255,3.089493235,0.001771006,0.010524419,0.007655512,ELAPOR1/PLD3/DTX3L/EGF/SNAP29/LAMTOR3/CHMP3/ARRB1/GNAI3/AP2A2/NSF/RAB14/RAB5C/AZU1/RAB2A/TLR3/DDOST/CHMP2B/CHMP2A/NAPG/CHMP1B/CHMP1A/AP1S2/CD68/CLTA/GNAI1/RAB3D/SCARB1/CHMP6/CHMP4A/UBA1/DAB2/MITF/ATP6V1C2/BLOC1S1/ARL8A/BORCS5/GNAQ/ATP6V1C1/RAB7A/RILP/AP2B1/ATP6V1F/EEF1A1/AHNAK/ABCD4/CHMP4B/ARL8B/CHMP4C/CPNE3/RAP1B/LITAF/GNA11/ATP6V1B2/TFE3/CHMP5/PLEKHF1/TFEB/TSC1/ITFG2/TMEM30A/TMEM59/UBXN6/GPLD1/HLA-DQB2/RHEB/ATP6V1H/AP2M1/CHMP7/LYN/ABCB6/BORCS6/GNB2/ATG16L1/CKAP4/ECE1/GRN/ANXA6/CPNE1/HPSE/VAMP8/SYT7/VAPA/STOM/STX7/TMEM9/CD74/VTI1B/GLIPR1,89
turquoise,CC,GO:0031201,SNARE complex,16/2968,50/19894,0.32,2.14490566,3.394259302,0.001815846,0.010703156,0.007785526,STX12/STX4/STX8/STX6/BET1L/SNAP29/STX10/NAPG/USE1/SNX4/NAPA/STX1B/VAMP8/VTI1A/STX7/VTI1B,16
turquoise,CC,GO:0005778,peroxisomal membrane,19/2968,64/19894,0.296875,1.989902712,3.321437353,0.001922552,0.011100374,0.008074464,FIS1/DECR2/RAB8B/DHRS4/ACOX1/HSD17B4/ABCD4/AGPS/MAVS/PEX5L/ACSL4/DHRS7B/FNDC5/IMPDH2/ATAD1/SYT7/NBR1/PEX14/TTC1,19
turquoise,CC,GO:0031903,microbody membrane,19/2968,64/19894,0.296875,1.989902712,3.321437353,0.001922552,0.011100374,0.008074464,FIS1/DECR2/RAB8B/DHRS4/ACOX1/HSD17B4/ABCD4/AGPS/MAVS/PEX5L/ACSL4/DHRS7B/FNDC5/IMPDH2/ATAD1/SYT7/NBR1/PEX14/TTC1,19
turquoise,CC,GO:0030904,retromer complex,9/2968,21/19894,0.428571429,2.872641509,3.595319567,0.001929168,0.011100374,0.008074464,SNX5/VPS26A/SNX3/RAB7A/SNX12/SNX27/SNX8/SNX1/TBC1D5,9
turquoise,CC,GO:0055038,recycling endosome membrane,28/2968,108/19894,0.259259259,1.73777079,3.219283718,0.001973591,0.011266562,0.00819535,STX12/STX6/EHD4/GGA3/ARF6/RAB14/RAB4A/RAB11A/RAB13/RAB11B/RAB8B/FZD7/EHD2/EHD1/GRIPAP1/MICALL1/PACSIN2/INPP4A/EHD3/RAB11FIP3/RAC1/OPTN/SNX18/HLA-B/PDIA3/VAMP8/VTI1B/ZFYVE27,28
turquoise,CC,GO:0009295,nucleoid,15/2968,46/19894,0.326086957,2.185705496,3.371337991,0.002023807,0.011374109,0.008273581,MPG/SHMT2/HSPA9/LRRC59/ACADVL/TFB2M/TFB1M/DBT/LRPPRC/POLDIP2/SUPV3L1/GRSF1/HSD17B10/LONP1/TFAM,15
turquoise,CC,GO:0042645,mitochondrial nucleoid,15/2968,46/19894,0.326086957,2.185705496,3.371337991,0.002023807,0.011374109,0.008273581,MPG/SHMT2/HSPA9/LRRC59/ACADVL/TFB2M/TFB1M/DBT/LRPPRC/POLDIP2/SUPV3L1/GRSF1/HSD17B10/LONP1/TFAM,15
turquoise,CC,GO:0030863,cortical cytoskeleton,27/2968,104/19894,0.259615385,1.740157837,3.169005815,0.002301288,0.012834104,0.009335588,FLNA/CAP1/MAPRE1/RDX/DSTN/LASP1/PPP1R9B/DMTN/ERC1/CDH1/ACTN4/WASL/MTSS2/EEF1A1/CALD1/SNX9/CTTN/CAPZA2/MYH9/SPTAN1/PRKCB/TPM4/DLG4/MYZAP/EZR/ACTN1/CALB1,27
turquoise,CC,GO:0016282,eukaryotic 43S preinitiation complex,8/2968,18/19894,0.444444444,2.979035639,3.517469134,0.002612588,0.014458981,0.010517531,EIF3G/EIF1B/EIF3J/EIF1/EIF3M/EIF3B/DHX29/EIF1AX,8
turquoise,CC,GO:0055037,recycling endosome,46/2968,206/19894,0.223300971,1.496748489,3.001057287,0.002835823,0.015526365,0.011293951,SGK3/STX12/STX8/STX6/EHD4/DNM2/GGA3/ARF6/ITSN1/RAB14/RAB4A/RAB11A/LDLRAP1/RAB13/RAB11B/RAB8B/FZD7/RAB4B/EHD2/EHD1/RABEP1/GRIPAP1/UNC13D/INPP5F/MICALL1/PACSIN2/INPP4A/EHD3/TMUB1/RAB11FIP3/RAC1/OPTN/SNX18/ULK1/FCHSD2/APP/HLA-B/RASSF9/AKAP5/PDIA3/TNF/VAMP8/ST8SIA2/STX7/VTI1B/ZFYVE27,46
turquoise,CC,GO:0032279,asymmetric synapse,68/2968,329/19894,0.20668693,1.385387395,2.951620036,0.002848285,0.015526365,0.011293951,PTK2B/PCBP1/DNM2/HOMER2/PRKN/SHANK3/USP8/NCK2/DAPK1/NSF/TIAM1/GAP43/ADGRB3/LIN7B/CHMP2B/SH3GL3/RPS19/RPL12/HOMER1/LRP4/PLXNA4/KPNA1/DLG2/RPS14/ARC/LRFN4/PPP1R9B/YWHAH/LIN7A/RPS25/PCBP2/DMTN/PDLIM5/PRRT2/ADD2/INPP4A/HNRNPH2/ERBB4/PRKCZ/SYN1/TSC1/ARHGEF9/MINK1/RHEB/CDKL5/GRIN1/CAMK2A/LRRC4C/AKAP5/GRM1/CHD4/DLG1/FYN/PAK6/PTEN/DNAJB1/PDPK1/DBNL/RPS3/PRKCG/SPOCK1/C1QL2/EPHA4/FMR1/DLG3/DLG4/ADAM10/IGSF9B,68
turquoise,CC,GO:0030125,clathrin vesicle coat,12/2968,35/19894,0.342857143,2.298113208,3.218643113,0.003481755,0.018837853,0.013702743,CLINT1/AP1G2/AP2A2/AP1S2/CLTA/NECAP2/EPN1/AP2B1/EPN2/NECAP1/AP2M1/TBC1D5,12
turquoise,CC,GO:0005901,caveola,22/2968,82/19894,0.268292683,1.798320295,3.033366301,0.003641638,0.019556945,0.014225814,JAK2/CBL/HTR2A/SRC/SCARB1/NOS3/EHD2/CTNNA1/CAVIN1/CDH1/PACSIN2/HDAC6/EFNA5/HCK/MAPK3/NOS1AP/MAPK1/LIPE/KIF18A/INSR/CDH15/CAV3,22
turquoise,CC,GO:0030877,beta-catenin destruction complex,6/2968,12/19894,0.5,3.351415094,3.411888353,0.004501349,0.02364839,0.017201951,CACYBP/CTNNBIP1/SIAH1/GSK3B/GSK3A/CSNK1A1,6
turquoise,CC,GO:0099523,presynaptic cytosol,6/2968,12/19894,0.5,3.351415094,3.411888353,0.004501349,0.02364839,0.017201951,ARL6IP5/GDI1/STXBP1/PRKCB/PRKCG/CALB1,6
turquoise,CC,GO:0099524,postsynaptic cytosol,6/2968,12/19894,0.5,3.351415094,3.411888353,0.004501349,0.02364839,0.017201951,PLCB1/PIN1/HOMER1/PRKCG/DAG1/CALB1,6
turquoise,CC,GO:0014069,postsynaptic density,64/2968,313/19894,0.204472843,1.370546748,2.766958608,0.004787328,0.024969875,0.018163205,PTK2B/PCBP1/DNM2/HOMER2/PRKN/SHANK3/USP8/NCK2/DAPK1/NSF/TIAM1/GAP43/ADGRB3/LIN7B/CHMP2B/SH3GL3/RPS19/RPL12/HOMER1/LRP4/KPNA1/DLG2/RPS14/ARC/LRFN4/PPP1R9B/LIN7A/RPS25/PCBP2/DMTN/PDLIM5/PRRT2/ADD2/INPP4A/HNRNPH2/ERBB4/PRKCZ/SYN1/TSC1/ARHGEF9/MINK1/RHEB/CDKL5/GRIN1/CAMK2A/LRRC4C/AKAP5/GRM1/DLG1/FYN/PAK6/PTEN/DNAJB1/PDPK1/DBNL/RPS3/PRKCG/SPOCK1/EPHA4/FMR1/DLG3/DLG4/ADAM10/IGSF9B,64
turquoise,CC,GO:1904724,tertiary granule lumen,16/2968,55/19894,0.290909091,1.949914237,2.954001925,0.005278295,0.027334028,0.019882901,ILF2/PPBP/NIT2/IDH1/CNN2/CSTB/TIMP2/FTH1/CXCL1/CTSS/PTPN6/DBNL/SPTAN1/ASAH1/ALDOA/CTSH,16
turquoise,CC,GO:0071782,endoplasmic reticulum tubular network,10/2968,28/19894,0.357142857,2.393867925,3.090653697,0.005354704,0.02753305,0.020027671,RAB18/RNF41/C2CD2L/ARL6IP1/LNPK/REEP3/REEP1/KPNB1/STIM1/ZFYVE27,10
turquoise,CC,GO:0022624,proteasome accessory complex,9/2968,24/19894,0.375,2.513561321,3.106788074,0.005633981,0.028700833,0.020877121,PSMD4/PSMD11/PSMD6/PSMC5/PSMC4/PSMD8/PSMC1/PSMD2/PSME1,9
turquoise,CC,GO:0043209,myelin sheath,14/2968,46/19894,0.304347826,2.039991797,2.95702758,0.005684363,0.028700833,0.020877121,STX4/GDI1/SIRT2/HSP90AA1/PRKCZ/MBP/JAM3/PRKCI/BCL2/CA13/DLG1/PTEN/CA2/CNP,14
turquoise,CC,GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain",8/2968,20/19894,0.4,2.681132075,3.149771948,0.005700579,0.028700833,0.020877121,ATP6V1C2/ATP6V1C1/ATP6V1F/ATP6V1B2/ATP5F1A/ATP6V1H/ATP5F1E/ATP5PO,8
turquoise,CC,GO:0030426,growth cone,37/2968,164/19894,0.225609756,1.512223884,2.758183319,0.00578999,0.028949951,0.021058331,FLNA/PTK2B/DNM2/CBL/KLC1/DPYSL3/APBB2/APBB1/ARPC3/TIAM1/GAP43/SRC/RAC3/PPP1R9B/SIRT2/TWF2/SYAP1/ZPR1/FKBP15/SHTN1/CTTN/HSP90AA1/ELAVL4/ATCAY/APP/CDKL5/RUFY3/IGF2BP1/CCDC120/CFL1/HSP90AB1/EPHA4/FMR1/STMN3/SNCA/ZFYVE27/DSCAM,37
turquoise,CC,GO:0030118,clathrin coat,15/2968,51/19894,0.294117647,1.971420644,2.908664776,0.006086813,0.030019995,0.021836686,AP4M1/CLINT1/AP1G2/AP2A2/AP1S2/CLTA/NECAP2/EPN1/AP2B1/EPN2/PICALM/NECAP1/AP2M1/EPS15L1/TBC1D5,15
turquoise,CC,GO:0044232,organelle membrane contact site,15/2968,51/19894,0.294117647,1.971420644,2.908664776,0.006086813,0.030019995,0.021836686,ATG5/AHCYL1/RAB32/TOMM20/C2CD2L/TMX1/OSBPL1A/BCAP31/IMMT/ACSL4/CHCHD3/ESYT2/OSBPL5/ATG16L1/BCL2L10,15
turquoise,CC,GO:0022626,cytosolic ribosome,29/2968,122/19894,0.237704918,1.593295701,2.752521608,0.006419095,0.031444893,0.022873164,RPS19/RPL12/RPS5/RPSA/NHP2/RPS14/RPL5/RPL26L1/RPS20/USP10/ZCCHC17/RPS12/RACK1/RPS25/RNF25/ASCC2/EIF2A/EEF1A1/RPL26/EIF2D/DHX29/ETF1/RPL13/RPL37A/RPL23A/RPS27A/RPS3/RPS3A/RPS4X,29
turquoise,CC,GO:0044391,ribosomal subunit,42/2968,193/19894,0.21761658,1.458646984,2.681130681,0.006739075,0.032790802,0.023852184,MRPL55/RBM3/RPS19/RPL12/RPS5/RPSA/MRPL1/NHP2/RPS14/RPL5/RPL26L1/RPS20/ZCCHC17/RPS12/RACK1/MRPL10/RPS25/MRPL12/EIF2A/MRPS28/MRPL58/MRPL54/MRPS11/MRPL41/RPL26/EIF2D/MRPS27/MRPS25/DHX29/MRPL46/DAP3/RPL13/RPL37A/RPL23A/RPS27A/RPS3/RPS3A/MRPL34/MRPL32/MRPL21/GADD45GIP1/RPS4X,42
turquoise,CC,GO:0099572,postsynaptic specialization,68/2968,341/19894,0.19941349,1.336634759,2.625635088,0.006817208,0.032949837,0.023967867,PTK2B/PCBP1/DNM2/SEPTIN11/HOMER2/PRKN/SHANK3/USP8/NCK2/DAPK1/NSF/TIAM1/GAP43/ADGRB3/SRC/LIN7B/CHMP2B/SH3GL3/RPS19/RPL12/HOMER1/LRP4/KPNA1/DLG2/RPS14/ARC/LRFN4/PPP1R9B/LIN7A/RPS25/PCBP2/DMTN/PDLIM5/PRRT2/DLGAP4/ADD2/INPP4A/HNRNPH2/ERBB4/PRKCZ/SYN1/TSC1/ARHGEF9/MINK1/RHEB/CDKL5/GRIN1/CAMK2A/LYN/LRRC4C/AKAP5/GRM1/DLG1/FYN/PAK6/PTEN/DNAJB1/PDPK1/DBNL/RPS3/PRKCG/SPOCK1/EPHA4/FMR1/DLG3/DLG4/ADAM10/IGSF9B,68
turquoise,CC,GO:0044292,dendrite terminus,6/2968,13/19894,0.461538462,3.093613933,3.16194335,0.007313052,0.035112334,0.025540878,SRC/IFT20/HSP90AA1/CDKL5/IFT52/HSP90AB1,6
turquoise,CC,GO:0005876,spindle microtubule,21/2968,82/19894,0.256097561,1.716578463,2.722773023,0.00787133,0.037519673,0.027291987,MAPRE1/CHMP3/ARL3/TTL/MAPRE3/CHMP2B/CHMP2A/RAB11A/CHMP1B/CHMP1A/CHMP6/CHMP4A/FAM110A/KIF3B/CHMP4B/CHMP4C/CHMP5/TUBG2/KIF18A/CHMP7/RMDN1,21
turquoise,CC,GO:0031092,platelet alpha granule membrane,7/2968,17/19894,0.411764706,2.759988901,3.039932163,0.008008643,0.037519673,0.027291987,APLP2/SPARC/LY6G6F/SELP/TMX3/SNCA/SYTL4,7
turquoise,CC,GO:0033290,eukaryotic 48S preinitiation complex,7/2968,17/19894,0.411764706,2.759988901,3.039932163,0.008008643,0.037519673,0.027291987,EIF3G/EIF3J/EIF2S1/EIF1/EIF3M/EIF3B/EIF1AX,7
turquoise,CC,GO:0005838,proteasome regulatory particle,8/2968,21/19894,0.380952381,2.553459119,2.982515308,0.008021447,0.037519673,0.027291987,PSMD4/PSMD11/PSMD6/PSMC5/PSMC4/PSMD8/PSMC1/PSMD2,8
turquoise,CC,GO:0043204,perikaryon,34/2968,151/19894,0.225165563,1.509246533,2.630358251,0.008161505,0.03793007,0.027590512,ENO2/FLNA/EFNA2/GAP43/GHRH/G3BP1/DLG2/FZD5/AMIGO1/RTN4RL1/RACK1/SIRT2/NEUROG1/SYAP1/ZPR1/CPNE6/HDAC6/SHTN1/SEPTIN14/UBXN2A/RTN4RL2/PPP1CA/SCN1B/ELAVL4/APP/RUFY3/PRPH/SEPTIN4/FYN/DBNL/NPPA/BGLAP/EPHA4/FMR1,34
turquoise,CC,GO:0070382,exocytic vesicle,49/2968,235/19894,0.208510638,1.397611401,2.567538532,0.008552035,0.039491881,0.02872658,STX12/STX6/DPYSL3/SV2A/BDNF/CDK16/RAB5A/RAB3A/SEPTIN6/RAB5B/CLTA/GIPC1/RAB13/RAB3D/RAB3C/SEPTIN5/RAB6A/RAB11B/RAB8B/SYT13/SYT6/TRIM9/BORCS5/NDEL1/ATP6V1C1/RAB7A/PRRT2/COPS5/UNC13D/ATP6V1F/BIN1/SYN1/ATP6V1B2/PICALM/APP/ATP6V1H/GRIN1/SEPTIN2/SEPTIN4/BCL2L1/SYT7/VTI1A/SYT9/DLG4/STX7/SNCA/VTI1B/SYTL4/PPT1,49
turquoise,CC,GO:0045334,clathrin-coated endocytic vesicle,23/2968,93/19894,0.247311828,1.657689186,2.66209491,0.00872237,0.040023535,0.029113309,EGF/SH3GL2/DVL2/AP2A2/HBEGF/RAB5A/LDLRAP1/CLTA/FZD5/TYRP1/CPNE6/AP2B1/INPP5F/PICALM/AREG/HLA-DQB2/TGOLN2/AP2M1/SFTPD/VAMP8/SYT9/CD74/TBC1D5,23
turquoise,CC,GO:0035577,azurophil granule membrane,16/2968,58/19894,0.275862069,1.849056604,2.711618027,0.009164189,0.041786398,0.030395623,SNAP29/RAB5C/AZU1/DDOST/CD68/RAB3D/ARL8A/CPNE3/RAP1B/TMEM30A/CKAP4/CPNE1/VAMP8/VAPA/STOM/GLIPR1,16
turquoise,CC,GO:0030120,vesicle coat,17/2968,63/19894,0.26984127,1.80870021,2.692095391,0.009295178,0.041929133,0.030499449,CLINT1/AP1G2/AP2A2/SAR1A/AP1S2/CLTA/NECAP2/EPN1/COPB2/AP2B1/EPN2/SEC31B/NECAP1/AP2M1/SEC24C/COPB1/TBC1D5,17
turquoise,CC,GO:0030133,transport vesicle,83/2968,434/19894,0.19124424,1.281877663,2.48621699,0.009311159,0.041929133,0.030499449,STX12/TMED2/STX6/SPG21/ANKRD27/CHP1/DPYSL3/AP1G2/SV2A/USO1/ERP29/BDNF/RAB14/LMAN1/CDK16/RAB5A/RAB3A/SEPTIN6/SAR1A/RAB11A/AP1S2/RAB5B/RAB1A/CLTA/GIPC1/RAB1B/RAB13/RAB3D/RAB3C/SEPTIN5/RAB6A/RAB11B/RAB8B/AP1AR/PLEKHF2/SYT13/SYT6/TRIM9/SSPN/BORCS5/NDEL1/ATP6V1C1/RAB7A/PRRT2/COPB2/COPS5/UNC13D/ATP6V1F/BIN1/HCK/SYN1/CNIH3/ATP6V1B2/PICALM/RAB9A/VGF/AREG/TMEM30A/SEC31B/HLA-DQB2/APP/TGOLN2/ATP6V1H/GRIN1/SEPTIN2/SEPTIN4/HLA-B/SEC24C/COPB1/RASSF9/FGFR3/BCL2L1/SYT7/VTI1A/SYT9/DLG4/STX7/SNCA/CD74/VTI1B/SYTL4/PPT1/SLC30A5,83
turquoise,CC,GO:0030427,site of polarized growth,37/2968,169/19894,0.218934911,1.467483532,2.555677707,0.009513315,0.04257502,0.03096927,FLNA/PTK2B/DNM2/CBL/KLC1/DPYSL3/APBB2/APBB1/ARPC3/TIAM1/GAP43/SRC/RAC3/PPP1R9B/SIRT2/TWF2/SYAP1/ZPR1/FKBP15/SHTN1/CTTN/HSP90AA1/ELAVL4/ATCAY/APP/CDKL5/RUFY3/IGF2BP1/CCDC120/CFL1/HSP90AB1/EPHA4/FMR1/STMN3/SNCA/ZFYVE27/DSCAM,37
turquoise,CC,GO:0042564,NLS-dependent protein nuclear import complex,5/2968,10/19894,0.5,3.351415094,3.114457048,0.009628377,0.042825605,0.031151547,KPNA4/KPNA6/KPNA1/KPNA5/KPNB1,5
turquoise,CC,GO:0005798,Golgi-associated vesicle,23/2968,94/19894,0.244680851,1.640054195,2.60467176,0.009957104,0.044017686,0.032018672,OCRL/TMED2/SPG21/PACSIN1/AP1G2/CNGA2/RAB14/AP1S2/CLTA/RAB13/RAB8B/RHOQ/COPB2/CCDC115/SCFD1/USE1/TYR/STK26/APP/TGOLN2/COPB1/RASSF9/ADAM10,23
turquoise,CC,GO:0150034,distal axon,55/2968,272/19894,0.202205882,1.355351693,2.471019235,0.010525858,0.046249983,0.033642456,ELK1/FLNA/PTK2B/DNM2/CBL/OPHN1/KLC1/PACSIN1/DPYSL3/APBB2/APBB1/ARPC3/TIAM1/GAP43/SRC/GHRH/RAC3/RAB5A/RAB3A/SEPTIN6/SNCG/PPP1R9B/SIRT2/TWF2/SYAP1/ZPR1/PRRT2/FKBP15/MICAL1/SHTN1/CTTN/HSP90AA1/BIN1/PDYN/CALCA/ELAVL4/ATCAY/APP/CDKL5/RUFY3/GRIN1/IGF2BP1/CCDC120/CFL1/HSP90AB1/PRKCB/PRKCG/EPHA4/FMR1/STMN3/SNCA/ZFYVE27/DSCAM/BRSK2/CALB1,55
turquoise,CC,GO:0015935,small ribosomal subunit,20/2968,79/19894,0.253164557,1.696919035,2.598984894,0.010660448,0.046524704,0.033842289,RPS19/RPS5/RPSA/RPS14/RPS20/RPS12/RACK1/RPS25/EIF2A/MRPS28/MRPS11/EIF2D/MRPS27/MRPS25/DHX29/DAP3/RPS27A/RPS3/RPS3A/RPS4X,20
turquoise,CC,GO:0090575,RNA polymerase II transcription regulator complex,52/2968,255/19894,0.203921569,1.366851646,2.468913071,0.010716725,0.046524704,0.033842289,CBFB/STAT3/SMAD3/SMAD2/STAT1/STAT6/ATF6/ATF6B/SMAD4/MAX/S100A10/WWOX/TBPL1/TCF4/BATF/MAFG/KAT2A/DR1/JDP2/HLF/SMAD5/USP22/POU2AF1/ARNT/XBP1/NFE2L2/GTF2A2/TAF12/THRB/CEBPB/MED10/TADA3/PAAF1/GTF2E1/ASCC2/NONO/RFX5/LDB1/TFDP1/MED31/ASCL2/NFATC2/GEMIN5/MAFF/MED21/NFE2/RXRG/MED15/CHD4/HNRNPAB/NR1H2/SMAD1,52
turquoise,CC,GO:0031258,lamellipodium membrane,8/2968,22/19894,0.363636364,2.437392796,2.824690936,0.010984224,0.047121672,0.034276526,DOCK8/FERMT2/PDXP/CFL1/EPHA2/FAP/VASP/SYNE2,8
turquoise,CC,GO:0044233,mitochondria-associated endoplasmic reticulum membrane,8/2968,22/19894,0.363636364,2.437392796,2.824690936,0.010984224,0.047121672,0.034276526,ATG5/AHCYL1/RAB32/TOMM20/TMX1/BCAP31/ACSL4/BCL2L10,8
turquoise,CC,GO:0140672,ATAC complex,6/2968,14/19894,0.428571429,2.872641509,2.935049263,0.011201347,0.047770451,0.034748452,SGF29/POLE3/KAT2A/DR1/TADA2A/TADA3,6
turquoise,CC,GO:0016010,dystrophin-associated glycoprotein complex,7/2968,18/19894,0.388888889,2.606656184,2.855614838,0.011442496,0.047952655,0.034880987,SNTA1/SSPN/SGCE/SGCD/DAG1/CAV3/SNTB1,7
turquoise,CC,GO:0030132,clathrin coat of coated pit,7/2968,18/19894,0.388888889,2.606656184,2.855614838,0.011442496,0.047952655,0.034880987,AP2A2/CLTA/AP2B1/PICALM/AP2M1/EPS15L1/TBC1D5,7
turquoise,CC,GO:0031143,pseudopodium,7/2968,18/19894,0.388888889,2.606656184,2.855614838,0.011442496,0.047952655,0.034880987,RAF1/ARRB1/ACTN4/MAPK3/MAPK1/CNP/ACTN1,7
turquoise,MF,GO:0045296,cadherin binding,147/2961,333/18522,0.441441441,2.761357102,14.14808917,1.27926E-34,1.46347E-31,1.1446E-31,BAG3/STAT1/PUF60/HSPA1A/ENO1/FLNA/MRE11/EHD4/PDLIM1/CAPZA1/PCBP1/LIMA1/AHSA1/TAGLN2/CLINT1/UNC45A/PTPN11/ARHGAP1/CBL/RUVBL1/YWHAB/IST1/MAPRE1/STK24/OLA1/CCT8/TMOD3/DDX6/TWF1/PARVA/USP8/SWAP70/USO1/PAK4/DOCK9/PKP2/LDHA/SRC/CDH6/HSPA5/SH3GLB1/CHMP2B/EEF1D/STXBP6/SNX5/IDH1/RDX/CNN2/LRRC59/RAB1A/GIPC1/HNRNPK/PARK7/RAB11B/PFN1/F11R/CDH4/ACVR1/RACK1/LASP1/CD2AP/ITGA6/EFHD2/ARHGEF16/TXNDC9/TWF2/BZW2/ATIC/ABCF3/PDLIM5/EEF1G/EHD1/SND1/CTNNA1/EPS8L1/MICALL1/ERC1/CDH1/RANGAP1/PACSIN2/EIF2A/NUMB/CALD1/AHNAK/SHTN1/STK38/PFKP/CHMP4B/SNX9/CTTN/PTPRH/EIF5/CORO1B/EPN2/WASF2/TRIM25/PICALM/ZC3H15/CHMP5/PPP1CA/SEPTIN7/PTPN1/TBC1D10A/GOLGA3/DHX29/MRTFB/EEF2/SERBP1/LRRFIP1/UBFD1/MYH9/SH3GL1/SEPTIN2/SEPTIN9/ESYT2/MARK2/FLNB/RPL23A/DLG1/CDH15/PAK6/DNAJB1/EPS15L1/EIF4G2/PKM/EPHA2/ANXA1/DBNL/CLIC1/PRDX6/SPTAN1/KRT18/HSP90AB1/YWHAZ/ALDOA/EIF4H/LAD1/SNX1/VAPA/CDH7/TMPO/FASN/NUDC/EZR/VASP/CRKL/S100P,147
turquoise,MF,GO:0044389,ubiquitin-like protein ligase binding,111/2961,324/18522,0.342592593,2.143026005,9.054186877,3.12145E-16,1.78547E-13,1.39644E-13,SMAD3/SMAD2/STAT1/HSPA1A/STX8/MUL1/SPART/STUB1/PTK2B/MAP1LC3B/DTX3L/CACYBP/GABARAPL2/UBASH3B/ARRB1/GABARAPL1/APBB1/BAG4/NPLOC4/PRKN/TRAF4/TSG101/DERL1/UBE2D4/HSPA9/HGS/SPOP/CUL4B/TOLLIP/TANK/ISG15/RALA/SUMO3/HSPA5/BAG1/GABARAP/TRAF1/MAP1LC3A/CUL1/NAE1/CDKN1A/RALB/HSPA1B/BAG2/TCP1/SUMO2/FZD5/RPL5/CAMLG/NEDD8/CASP10/SMAD5/PRKAR1A/BAG6/SUMO4/NFE2L2/CEBPB/RNF31/PCBP2/DDRGK1/DBT/GSK3B/VCP/RANGAP1/HDAC6/PRKAR2B/SNX9/LRPPRC/ERBB3/HSP90AA1/HSPD1/ARRB2/WRAP53/UBXN7/ABI2/UBXN1/DNAJA1/USP13/CCT2/RELA/AMBRA1/UBOX5/CUL4A/UBB/STAM/CRK/LYN/BCL2/PRKACA/AUP1/UBE2L3/UBE2N/PA2G4/GPI/TPI1/RPS27A/PRDX6/UCHL1/CCNB1/HSP90AB1/BID/YWHAZ/UBC/SQSTM1/DLG3/BCL10/USP25/FAF2/EIF4E2/FHIT/SMAD1,111
